Rounds,Width,Height,Mine Density,Mine Count,Games finished incomplete.,Games finished with false flags.,Games finished successfully.,Games failed eliminating probability. (mine selected),Games stuck on 50/50's but not as a final move,Games stuck on ONE 50/50 AS a final move,Games stuck on MULTIPLE and ONLY 50/50's as a final move,Games stuck on ONE 50/50 and other probablities less than 50%% as final,Games stuck on MULTIPLE 50/50's and other probablities less than 50%% as final,Games where the simultaneous solver was used,Games where the simultaneous solver was used but didnt help,"Games that successfully eliminated probability during the round (may not have ended up completing, but did eliminate at least one successfully)"
123,123,123,12,1815,38,0,170,22,13,0,0,0,1,87,70,49
